,user,train_samples,EER
211,176071,5,0.0027412280701754055
212,176080,5,0.00164473684210531
213,176084,5,0.04714912280701755
214,176096,5,0.007675438596491224
215,176097,5,0.011513157894736836
216,176098,5,0.011513157894736836
217,176099,5,0.0652412280701754
218,176101,5,0.07127192982456143
219,176105,5,0.011513157894736836
220,176106,5,0.00164473684210531
221,176112,5,0.004385964912280715
222,176114,5,0.003837719298245612
223,176117,5,0.009320175438596534
224,176121,5,0.0317982456140351
225,176126,5,0.011513157894736836
226,176130,5,0.019736842105263164
227,176131,5,0.021929824561403466
228,176133,5,0.0317982456140351
229,176134,5,0.0027412280701754055
230,176135,5,0.0625
231,176140,5,0.003837719298245612
232,176141,5,0.08333333333333337
233,176143,5,0.013706140350877138
234,176145,5,0.1111111111111111
235,176148,5,0.007675438596491224
236,176155,5,0.014802631578947345
237,176157,5,0.05372807017543857
238,176161,5,0.003289473684210509
239,176163,5,0.003837719298245612
240,176168,5,0.006578947368421018
241,176170,5,0.01206140350877194
242,176173,5,0.04879385964912286
243,176176,5,0.042763157894736836
244,176177,5,0.054824561403508776
245,176178,5,0.007675438596491224
246,176180,5,0.014802631578947345
247,176181,5,0.003289473684210509
248,176182,5,0.003289473684210509
249,176188,5,0.052631578947368474
250,176191,5,0.07346491228070173
251,176192,5,0.026864035087719285
252,176196,5,0.027412280701754388
253,176197,5,0.1
254,176199,5,0.0010964912280702066
255,176201,5,0.05537280701754388
256,176203,5,0.030701754385964897
257,176204,5,0.07072368421052633
258,176211,5,0.0010964912280702066
259,176212,5,0.029057017543859698
260,176215,5,0.0005482456140351033
261,176216,5,0.04002192982456143
262,176217,5,0.004934210526315819
263,176218,5,0.006578947368421018
264,176222,5,0.07839912280701755
265,176225,5,0.08168859649122806
266,176234,5,0.021929824561403466
267,176236,5,0.008223684210526327
268,176237,5,0.027412280701754388
269,176253,5,0.0005482456140351033
270,176258,5,0.01041666666666663
271,176266,5,0.003289473684210509
272,176267,5,0.012609649122807043
273,176269,5,0.1
274,176270,5,0.0010964912280702066
275,176276,5,0.007127192982456121
276,176280,5,0.006030701754385914
277,176281,5,0.002192982456140302
278,176285,5,0.05866228070175439
279,176288,5,0.021929824561403466
280,176298,5,0.004385964912280715
281,176300,5,0.01041666666666663
282,176301,5,0.1
283,176302,5,0.0005482456140351033
284,176314,5,0.004385964912280715
285,176317,5,0.06798245614035092
286,176331,5,0.027412280701754388
287,176337,5,0.02631578947368418
288,176339,5,0.003289473684210509
289,176340,5,0.008223684210526327
290,176342,5,0.015350877192982448
291,176345,5,0.1
292,176348,5,0.1
293,176353,5,0.05153508771929827
294,176357,5,0.018092105263157854
295,176359,5,0.021929824561403466
296,176361,5,0.009868421052631526
297,176363,5,0.005482456140350922
298,176364,5,0.023574561403508776
299,176369,5,0.04824561403508776
300,176370,5,0.0005482456140351033
301,176371,5,0.00164473684210531
302,176376,5,0.04002192982456143
303,176379,5,0.0027412280701754055
304,176384,5,0.002192982456140302
305,176386,5,0.02412280701754388
306,176387,5,0.004385964912280715
307,176390,5,0.06688596491228072
308,176391,5,0.00877192982456143
309,176392,5,0.04495614035087714
310,176400,5,0.03782894736842102
311,176401,5,0.03837719298245612
312,176402,5,0.015350877192982448
313,176406,5,0.0027412280701754055
314,176409,5,0.07182017543859653
315,176410,5,0.015350877192982448
316,176411,5,0.014254385964912242
317,176415,5,0.09868421052631582
318,176417,5,0.07839912280701755
319,176419,5,0.03289473684210531
320,176420,5,0.0010964912280702066
321,176421,5,0.020285087719298267
322,176423,5,0.004934210526315819
323,176424,5,0.007675438596491224
324,176426,5,0.021929824561403466
325,176431,5,0.027412280701754388
326,176432,5,0.002192982456140302
327,176433,5,0.025219298245614086
328,176438,5,0.009868421052631526
329,176440,5,0.004385964912280715
330,176441,5,0.009868421052631526
331,176442,5,0.005482456140350922
332,176454,5,0.0630482456140351
333,176458,5,0.1
334,176459,5,0.005482456140350922
335,176463,5,0.04879385964912286
336,176464,5,0.04879385964912286
337,176465,5,0.050986842105263164
338,176466,5,0.00877192982456143
339,176468,5,0.01918859649122806
340,176469,5,0.004934210526315819
341,176473,5,0.037280701754385914
342,176482,5,0.044407894736842146
343,176483,5,0.006030701754385914
344,176485,5,0.0027412280701754055
345,176486,5,0.09539473684210531
346,176492,5,0.008223684210526327
347,176493,5,0.0646929824561403
348,176497,5,0.013157894736842146
349,176498,5,0.030701754385964897
350,176500,5,0.0027412280701754055
351,176501,5,0.008223684210526327
352,176504,5,0.02083333333333337
353,176510,5,0.006030701754385914
354,176515,5,0.008223684210526327
355,176516,5,0.013157894736842146
356,176517,5,0.014254385964912242
357,176520,5,0.09375
358,176522,5,0.002192982456140302
359,176523,5,0.018640350877192957
360,176529,5,0.008223684210526327
361,176530,5,0.04660087719298245
362,176533,5,0.1111111111111111
363,176534,5,0.007127192982456121
364,176545,5,0.003289473684210509
365,176548,5,0.003837719298245612
366,176550,5,0.01206140350877194
367,176551,5,0.05921052631578949
368,176553,5,0.002192982456140302
369,176555,5,0.018092105263157854
370,176556,5,0.01754385964912286
371,176558,5,0.025219298245614086
372,176561,5,0.00164473684210531
373,176563,5,0.0005482456140351033
374,176566,5,0.019736842105263164
375,176568,5,0.046052631578947345
376,176572,5,0.04385964912280704
377,176573,5,0.0005482456140351033
378,176576,5,0.003837719298245612
379,176577,5,0.004934210526315819
380,176579,5,0.006578947368421018
381,176587,5,0.05866228070175439
382,176597,5,0.01206140350877194
383,176600,5,0.00164473684210531
384,176605,5,0.04002192982456143
385,176606,5,0.011513157894736836
386,176608,5,0.047697368421052655
387,176611,5,0.008223684210526327
388,176614,5,0.05921052631578949
389,176615,5,0.02083333333333337
390,176616,5,0.02960526315789469
391,176620,5,0.024671052631578982
392,176621,5,0.011513157894736836
393,176622,5,0.08059210526315785
394,176623,5,0.08717105263157898
395,176628,5,0.006030701754385914
396,176634,5,0.1
397,176636,5,0.0005482456140351033
398,176637,5,0.006030701754385914
399,176638,5,0.009320175438596534
400,176640,5,0.015350877192982448
401,176645,5,0.04495614035087714
402,176646,5,0.08497807017543857
403,176650,5,0.07127192982456143
404,176651,5,0.05427631578947367
405,176654,5,0.053179824561403466
406,176658,5,0.047697368421052655
407,176659,5,0.01754385964912286
408,176661,5,0.02796052631578949
409,176663,5,0.019736842105263164
410,176666,5,0.06688596491228072
411,176667,5,0.01918859649122806
412,176668,5,0.04166666666666663
413,176671,5,0.009868421052631526
414,176677,5,0.05153508771929827
415,176679,5,0.008223684210526327
416,176682,5,0.002192982456140302
417,176683,5,0.003837719298245612
418,176691,5,0.01206140350877194
419,176694,5,0.02631578947368418
420,176697,5,0.02796052631578949
421,176701,5,0.03289473684210531
422,176704,5,0.04331140350877194
423,176705,5,0.03782894736842102
424,176710,5,0.00164473684210531
425,176713,5,0.02960526315789469
426,176715,5,0.026864035087719285
427,176716,5,0.007127192982456121
428,176719,5,0.003837719298245612
429,176723,5,0.03453947368421051
430,176724,5,0.016447368421052655
431,176726,5,0.05756578947368418
432,176727,5,0.05592105263157898
433,176733,5,0.1
434,176734,5,0.004934210526315819
435,176736,5,0.012609649122807043
436,176738,5,0.05866228070175439
437,176748,5,0.009868421052631526
438,176749,5,0.005482456140350922
439,176757,5,0.019736842105263164
440,176758,5,0.04879385964912286
441,176764,5,0.0
442,176765,5,0.023026315789473673
443,176766,5,0.03618421052631582
444,176767,5,0.007675438596491224
445,176768,5,0.014802631578947345
446,176777,5,0.008223684210526327
447,176778,5,0.125
448,176782,5,0.003837719298245612
449,176783,5,0.010964912280701733
450,176785,5,0.007675438596491224
451,176788,5,0.002192982456140302
452,176791,5,0.01041666666666663
453,176798,5,0.1
454,176799,5,0.019736842105263164
455,176801,5,0.01041666666666663
456,176802,5,0.011513157894736836
457,176805,5,0.023574561403508776
458,176807,5,0.03289473684210531
459,176809,5,0.0010964912280702066
460,176811,5,0.0027412280701754055
461,176814,5,0.027412280701754388
462,176819,5,0.00164473684210531
463,176822,5,0.003289473684210509
464,176823,5,0.023026315789473673
465,176832,5,0.03673245614035092
466,176836,5,0.004385964912280715
467,176837,5,0.0
468,176839,5,0.003289473684210509
469,176840,5,0.012609649122807043
470,176843,5,0.0915570175438597
471,176846,5,0.010964912280701733
472,176851,5,0.02412280701754388
473,176852,5,0.1
474,176853,5,0.03234649122807021
475,176854,5,0.006578947368421018
476,176859,5,0.11019736842105265
477,176860,5,0.1
478,176862,5,0.030701754385964897
479,176863,5,0.02796052631578949
480,176868,5,0.006578947368421018
481,176872,5,0.00164473684210531
482,176874,5,0.0317982456140351
483,176878,5,0.016995614035087758
484,176879,5,0.07072368421052633
485,176882,5,0.019736842105263164
486,176883,5,0.008223684210526327
487,176885,5,0.029057017543859698
488,176887,5,0.046052631578947345
489,176890,5,0.01754385964912286
490,176895,5,0.04221491228070173
491,176896,5,0.00877192982456143
492,176898,5,0.05153508771929827
493,176901,5,0.03782894736842102
494,176902,5,0.054824561403508776
495,176905,5,0.023574561403508776
496,176907,5,0.05208333333333337
497,176913,5,0.0317982456140351
498,176919,5,0.004934210526315819
499,176922,5,0.0317982456140351
500,176925,5,0.029057017543859698
501,176927,5,0.07675438596491224
502,176931,5,0.01041666666666663
503,176932,5,0.06907894736842102
504,176935,5,0.003837719298245612
505,176937,5,0.01206140350877194
506,176942,5,0.0027412280701754055
507,176952,5,0.03508771929824561
508,176969,5,0.1
509,176972,5,0.003289473684210509
510,176975,5,0.018092105263157854
511,176976,5,0.016995614035087758
512,176983,5,0.049342105263157854
513,176984,5,0.014802631578947345
514,176995,5,0.09046052631578949
515,176996,5,0.010964912280701733
516,176999,5,0.027412280701754388
517,177002,5,0.028508771929824595
518,177003,5,0.0646929824561403
519,177005,5,0.00877192982456143
520,177006,5,0.013157894736842146
521,177009,5,0.02631578947368418
522,177012,5,0.035635964912280715
523,177017,5,0.018640350877192957
524,177020,5,0.0027412280701754055
525,177022,5,0.04989035087719296
526,177025,5,0.014254385964912242
527,177027,5,0.005482456140350922
528,177028,5,0.025767543859649078
529,177029,5,0.01041666666666663
530,177031,5,0.05592105263157898
531,177034,5,0.023574561403508776
532,177035,5,0.05043859649122806
533,177043,5,0.042763157894736836
534,177044,5,0.0
535,177045,5,0.008223684210526327
536,177047,5,0.01206140350877194
537,177054,5,0.1
538,177055,5,0.03618421052631582
539,177056,5,0.1
540,177058,5,0.035635964912280715
541,177064,5,0.05153508771929827
542,177068,5,0.04331140350877194
543,177069,5,0.02631578947368418
544,177072,5,0.003289473684210509
545,177074,5,0.0603070175438597
546,177079,5,0.1
547,177080,5,0.04221491228070173
548,177089,5,0.040570175438596534
549,177098,5,0.00877192982456143
550,177101,5,0.08497807017543857
551,177106,5,0.0010964912280702066
552,177115,5,0.0635964912280702
553,177119,5,0.002192982456140302
554,177120,5,0.004934210526315819
555,177122,5,0.08004385964912286
556,177126,5,0.003289473684210509
557,177130,5,0.0
558,177136,5,0.019736842105263164
559,177143,5,0.0027412280701754055
560,177146,5,0.00164473684210531
561,177148,5,0.027412280701754388
562,177149,5,0.04221491228070173
563,177150,5,0.01589912280701755
564,177158,5,0.030153508771929793
565,177161,5,0.005482456140350922
566,177165,5,0.0027412280701754055
567,177169,5,0.018640350877192957
568,177175,5,0.011513157894736836
569,177177,5,0.006030701754385914
570,177188,5,0.012609649122807043
571,177191,5,0.1595394736842105
572,177195,5,0.0
573,177196,5,0.04385964912280704
574,177205,5,0.0603070175438597
575,177208,5,0.005482456140350922
576,177210,5,0.00164473684210531
577,177211,5,0.003289473684210509
578,177217,5,0.021929824561403466
579,177220,5,0.06085526315789469
580,177222,5,0.00164473684210531
581,177224,5,0.0005482456140351033
582,177225,5,0.14144736842105265
583,177226,5,0.04385964912280704
584,177227,5,0.0027412280701754055
585,177229,5,0.05756578947368418
586,177230,5,0.06853070175438591
587,177231,5,0.04221491228070173
588,177232,5,0.0005482456140351033
589,177240,5,0.0317982456140351
590,177244,5,0.04221491228070173
591,177247,5,0.04550438596491224
592,177250,5,0.026864035087719285
593,177251,5,0.0027412280701754055
594,177256,5,0.049342105263157854
595,177257,5,0.0005482456140351033
596,177260,5,0.024671052631578982
597,177262,5,0.1
598,177263,5,0.024671052631578982
599,177264,5,0.00164473684210531
600,177269,5,0.0027412280701754055
601,177270,5,0.03947368421052633
602,177275,5,0.016995614035087758
603,177277,5,0.025219298245614086
604,177279,5,0.014254385964912242
605,177280,5,0.003837719298245612
606,177281,5,0.023026315789473673
607,177282,5,0.1
608,177283,5,0.00164473684210531
609,177286,5,0.002192982456140302
610,177287,5,0.003837719298245612
611,177290,5,0.07236842105263153
612,177291,5,0.025767543859649078
613,177292,5,0.07894736842105265
614,177297,5,0.008223684210526327
615,177298,5,0.046052631578947345
616,177299,5,0.04550438596491224
617,177304,5,0.08936403508771928
618,177312,5,0.028508771929824595
619,177313,5,0.00164473684210531
620,177317,5,0.025219298245614086
621,177319,5,0.030153508771929793
622,177320,5,0.0
623,177323,5,0.033991228070175405
624,177328,5,0.0005482456140351033
625,177329,5,0.003837719298245612
626,177336,5,0.05153508771929827
627,177337,5,0.05372807017543857
628,177339,5,0.006578947368421018
629,177341,5,0.003289473684210509
630,177347,5,0.0027412280701754055
631,177348,5,0.040570175438596534
632,177350,5,0.08223684210526316
633,177355,5,0.013706140350877138
634,177357,5,0.025767543859649078
635,177360,5,0.1111111111111111
636,177364,5,0.004934210526315819
637,177370,5,0.018640350877192957
638,177373,5,0.008223684210526327
639,177375,5,0.009320175438596534
640,177382,5,0.006578947368421018
641,177383,5,0.03125
642,177384,5,0.008223684210526327
643,177392,5,0.006578947368421018
644,177394,5,0.01589912280701755
645,177399,5,0.025767543859649078
646,177401,5,0.018092105263157854
647,177402,5,0.02631578947368418
648,177403,5,0.014802631578947345
649,177404,5,0.02796052631578949
650,177408,5,0.05701754385964908
651,177412,5,0.009320175438596534
652,177413,5,0.02083333333333337
653,177414,5,0.07072368421052633
654,177416,5,0.00164473684210531
655,177417,5,0.006578947368421018
656,177418,5,0.02412280701754388
657,177419,5,0.01754385964912286
658,177422,5,0.030701754385964897
659,177425,5,0.004934210526315819
660,177431,5,0.016995614035087758
661,177433,5,0.007675438596491224
662,177437,5,0.06798245614035092
663,177447,5,0.025219298245614086
664,177450,5,0.023026315789473673
665,177454,5,0.1
666,177456,5,0.003837719298245612
667,177457,5,0.03508771929824561
668,177459,5,0.027412280701754388
669,177461,5,0.1
670,177462,5,0.029057017543859698
671,177464,5,0.021929824561403466
672,177467,5,0.0334429824561403
673,177468,5,0.009320175438596534
674,177473,5,0.1
675,177477,5,0.0910087719298246
676,177478,5,0.016447368421052655
677,177481,5,0.023574561403508776
678,177482,5,0.01206140350877194
679,177484,5,0.003289473684210509
680,177486,5,0.0635964912280702
681,177488,5,0.058114035087719285
682,177492,5,0.004934210526315819
683,177493,5,0.006578947368421018
684,177495,5,0.06085526315789469
685,177498,5,0.004385964912280715
686,177499,5,0.04166666666666663
687,177500,5,0.03125
688,177501,5,0.007675438596491224
689,177502,5,0.006578947368421018
690,177504,5,0.01754385964912286
691,177505,5,0.006578947368421018
692,177508,5,0.0027412280701754055
693,177509,5,0.09868421052631582
694,177510,5,0.1
695,177512,5,0.009868421052631526
696,177516,5,0.1
697,177517,5,0.02412280701754388
698,177522,5,0.1
699,177525,5,0.025767543859649078
700,177530,5,0.058114035087719285
701,177531,5,0.02631578947368418
702,177532,5,0.03234649122807021
703,177533,5,0.020285087719298267
704,177535,5,0.03125
705,177541,5,0.02083333333333337
706,177549,5,0.04550438596491224
707,177550,5,0.006030701754385914
708,177551,5,0.018640350877192957
709,177556,5,0.05208333333333337
710,177557,5,0.035635964912280715
711,177559,5,0.0005482456140351033
712,177563,5,0.012609649122807043
713,177566,5,0.05537280701754388
714,177569,5,0.014254385964912242
715,177570,5,0.006030701754385914
716,177571,5,0.07510964912280704
717,177572,5,0.049342105263157854
718,177573,5,0.02960526315789469
719,177582,5,0.02631578947368418
720,177588,5,0.007675438596491224
721,177592,5,0.014254385964912242
722,177602,5,0.0959429824561403
723,177603,5,0.013706140350877138
724,177605,5,0.033991228070175405
725,177614,5,0.014802631578947345
726,177619,5,0.03289473684210531
727,177623,5,0.044407894736842146
728,177634,5,0.0027412280701754055
729,177636,5,0.08442982456140347
730,177639,5,0.02083333333333337
731,177642,5,0.0005482456140351033
732,177644,5,0.07949561403508776
733,177645,5,0.01918859649122806
734,177647,5,0.1
735,177652,5,0.004385964912280715
736,177659,5,0.0625
737,177663,5,0.007675438596491224
738,177668,5,0.04550438596491224
739,177669,5,0.019736842105263164
740,177670,5,0.007127192982456121
741,177672,5,0.005482456140350922
742,177674,5,0.1
743,177676,5,0.007675438596491224
744,177678,5,0.007127192982456121
745,177680,5,0.04660087719298245
746,177684,5,0.1
747,177685,5,0.0005482456140351033
748,177688,5,0.047697368421052655
749,177689,5,0.08333333333333337
750,177691,5,0.005482456140350922
751,177693,5,0.003837719298245612
752,177694,5,0.003837719298245612
753,177696,5,0.040570175438596534
754,177701,5,0.013157894736842146
755,177704,5,0.018092105263157854
756,177706,5,0.004934210526315819
757,177707,5,0.059758771929824595
758,177710,5,0.059758771929824595
759,177712,5,0.01041666666666663
760,177713,5,0.026864035087719285
761,177714,5,0.030153508771929793
762,177717,5,0.003837719298245612
763,177718,5,0.01754385964912286
764,177719,5,0.1
765,177720,5,0.1
766,177721,5,0.1
767,177722,5,0.002192982456140302
768,177730,5,0.06414473684210531
769,177735,5,0.07730263157894735
770,177736,5,0.00164473684210531
771,177742,5,0.12938596491228072
772,177743,5,0.01041666666666663
773,177744,5,0.018092105263157854
774,177748,5,0.02412280701754388
775,177749,5,0.023574561403508776
776,177751,5,0.013157894736842146
777,177762,5,0.07072368421052633
778,177765,5,0.015350877192982448
779,177767,5,0.00164473684210531
780,177768,5,0.02631578947368418
781,177770,5,0.02247807017543857
782,177771,5,0.018092105263157854
783,177774,5,0.00164473684210531
784,177779,5,0.003837719298245612
785,177782,5,0.0005482456140351033
786,177783,5,0.004934210526315819
787,177787,5,0.023574561403508776
788,177788,5,0.08168859649122806
789,177792,5,0.05043859649122806
790,177795,5,0.030153508771929793
791,177796,5,0.006030701754385914
792,177799,5,0.0932017543859649
793,177804,5,0.0005482456140351033
794,177805,5,0.0010964912280702066
795,177806,5,0.010964912280701733
796,177810,5,0.019736842105263164
797,177811,5,0.003837719298245612
798,177812,5,0.016447368421052655
799,177813,5,0.03782894736842102
800,177819,5,0.018092105263157854
801,177821,5,0.030701754385964897
802,177822,5,0.046052631578947345
803,177823,5,0.1
804,177824,5,0.06414473684210531
805,177825,5,0.07949561403508776
806,177829,5,0.00164473684210531
807,177832,5,0.003289473684210509
808,177834,5,0.01589912280701755
809,177839,5,0.1
810,177841,5,0.1
811,177842,5,0.02631578947368418
812,177846,5,0.03837719298245612
813,177849,5,0.09375
814,177857,5,0.02247807017543857
815,177858,5,0.003837719298245612
816,177862,5,0.0027412280701754055
817,177863,5,0.05372807017543857
818,177865,5,0.04002192982456143
819,177866,5,0.07894736842105265
820,177867,5,0.07949561403508776
821,177868,5,0.006030701754385914
822,177869,5,0.002192982456140302
823,177872,5,0.1
824,177875,5,0.0005482456140351033
825,177876,5,0.013706140350877138
826,177877,5,0.11019736842105265
827,177879,5,0.1
828,177884,5,0.002192982456140302
829,177886,5,0.013157894736842146
830,177890,5,0.02247807017543857
831,177893,5,0.046052631578947345
832,177908,5,0.004934210526315819
833,177909,5,0.0
834,177911,5,0.007675438596491224
835,177912,5,0.01041666666666663
836,177913,5,0.08004385964912286
837,177914,5,0.0334429824561403
838,177916,5,0.04714912280701755
839,177921,5,0.03234649122807021
840,177925,5,0.007675438596491224
841,177931,5,0.01754385964912286
842,177933,5,0.1
843,177935,5,0.0010964912280702066
844,177936,5,0.04714912280701755
845,177937,5,0.015350877192982448
846,177938,5,0.007675438596491224
847,177940,5,0.004385964912280715
848,177942,5,0.0027412280701754055
849,177944,5,0.0010964912280702066
850,177945,5,0.02412280701754388
851,177946,5,0.006578947368421018
852,177951,5,0.03508771929824561
853,177955,5,0.019736842105263164
854,177958,5,0.1
855,177959,5,0.02083333333333337
856,177960,5,0.006030701754385914
857,177967,5,0.1
858,177968,5,0.02247807017543857
859,177970,5,0.004934210526315819
860,177972,5,0.0027412280701754055
861,177976,5,0.010964912280701733
862,177978,5,0.04660087719298245
863,177981,5,0.02083333333333337
864,177982,5,0.0603070175438597
865,177986,5,0.004385964912280715
866,177987,5,0.004934210526315819
867,177988,5,0.1
868,177990,5,0.12171052631578949
869,177991,5,0.00164473684210531
870,177992,5,0.006030701754385914
871,177994,5,0.0005482456140351033
872,178004,5,0.00877192982456143
873,178014,5,0.014802631578947345
874,178015,5,0.04002192982456143
875,178017,5,0.05153508771929827
876,178019,5,0.025219298245614086
877,178021,5,0.030153508771929793
878,178022,5,0.03508771929824561
879,178024,5,0.02796052631578949
880,178025,5,0.0010964912280702066
881,178029,5,0.030153508771929793
882,178030,5,0.01041666666666663
883,178031,5,0.03837719298245612
884,178032,5,0.003289473684210509
885,178035,5,0.1111111111111111
886,178039,5,0.0010964912280702066
887,178041,5,0.004385964912280715
888,178043,5,0.06085526315789469
889,178049,5,0.011513157894736836
890,178052,5,0.0635964912280702
